PhraseId,SentenceId,Phrase,Sentiment
84516,4373,It 's only in fairy tales that princesses that are married for political reason live happily ever after .,1
84534,4374,"After all , it 'll probably be in video stores by Christmas , and it might just be better suited to a night in the living room than a night at the movies .",1
84561,4375,There 's much tongue in cheek in the film and there 's no doubt the filmmaker is having fun with it all .,3
84578,4376,A listless sci-fi comedy in which Eddie Murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect .,0
84598,4377,It 's so badly made on every level that I 'm actually having a hard time believing people were paid to make it .,0
84619,4378,Twist open the Ouzo !,2
84624,4379,Sewer rats could watch this movie and be so skeeved out that they 'd need a shower .,0
84643,4380,"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",4
84676,4381,The film jolts the laughs from the audience -- as if by cattle prod .,3
84690,4382,"With Rare Birds , as with The Shipping News before it , an attempt is made to transplant a Hollywood star into Newfoundland 's wild soil -- and The Rock once again resists the intrusion .",2
84727,4383,What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,4
84752,4384,"It 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .",3
84773,4385,"If swimfan does catch on , it may be because teens are looking for something to make them laugh .",1
84792,4386,"A hard look at one man 's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of Claude Chabrol .",3
84816,4387,"Granddad of Le Nouvelle Vague , Jean-Luc Godard continues to baffle the faithful with his games of hide-and-seek .",2
84838,4388,"Like an episode of MTV 's Undressed , with 20 times the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .",2
84867,4389,A grand fart coming from a director beginning to resemble someone 's crazy French grandfather .,0
84883,4390,"Jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth ca n't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting .",2
84925,4391,"Like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .",1
84957,4392,A film in a class with Spike Lee 's masterful Do The Right Thing .,4
84968,4393,Is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?,1
84985,4394,"Scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf .",3
85005,4395,has a whip-smart sense of narrative bluffs .,3
85014,4396,A solidly entertaining little film .,3
85017,4397,"Films about loss , grief and recovery are pretty valuable these days .",3
85028,4398,"I found it slow , predictable and not very amusing .",0
85037,4399,"By turns touching , raucously amusing , uncomfortable , and , yes , even sexy , Never Again is a welcome and heartwarming addition to the romantic comedy genre .",4
85063,4400,"There are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door .",3
85093,4401,out ballsy and stylish,3
85101,4402,"Hardman is a grating , mannered onscreen presence , which is especially unfortunate in light of the fine work done by most of the rest of her cast .",2
85129,4403,"An undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .",3
85152,4404,the attempt to complicate the story only defies credibility,1
85160,4405,"If you 're over 25 , have an IQ over 90 , and have a driver 's license , you should be able to find better entertainment .",0
85188,4406,"The film was produced by Jerry Bruckheimer and directed by Joel Schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one -LRB- and no one -RRB- .",1
85225,4407,"Highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring Ice-T in a major role .",3
85254,4408,"The film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",4
85274,4409,Believability was n't one of the film 's virtues .,1
85280,4410,Much of All About Lily Chou-Chou is mesmerizing : some of its plaintiveness could make you weep .,4
85297,4411,"Mandel Holland 's direction is uninspired , and his scripting unsurprising , but the performances by Phifer and Black are ultimately winning .",2
85319,4412,We do n't even like their characters .,1
85323,4413,"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1
85351,4414,"It 's full of cheesy dialogue , but great trashy fun that finally returns De Palma to his pulpy thrillers of the early '80s .",3
85376,4415,It 's bedeviled by labored writing and slack direction .,1
85386,4416,"Comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man .",0
85405,4417,There has to be a few advantages to never growing old .,2
85417,4418,"An often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .",3
85437,4419,"For his first attempt at film noir , Spielberg presents a fascinating but flawed look at the near future .",3
85455,4420,"Every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat .",4
85474,4421,"K-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of Man confronting the Demons of his own fear and paranoia .",3
85509,4422,"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",3
85535,4423,Guys say mean things and shoot a lot of bullets .,1
85544,4424,"Like blended shades of lipstick , these components combine into one terrific story with lots of laughs .",4
85562,4425,"Solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me .",1
85583,4426,The obligatory break-ups and hook-ups do n't seem to have much emotional impact on the characters .,2
85598,4427,It may ... work as a jaunt down memory lane for teens and young adults who grew up on televised Scooby-Doo shows or reruns .,3
85624,4428,Could as easily have been called ` Under Siege 3 : In Alcatraz ' ... a cinematic corpse that never springs to life .,1
85649,4429,"Whatever one makes of its political edge , this is beautiful filmmaking from one of French cinema 's master craftsmen .",4
85669,4430,"Much of it is funny , but there are also some startling , surrealistic moments ...",3
85682,4431,Has all the scenic appeal of a cesspool .,0
85691,4432,"works , it 's thanks to Huston 's revelatory performance .",3
85701,4433,What 's worse is that Pelosi knows it .,1
85710,4434,"Told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject .",1
85735,4435,"The Mothman Prophecies , which is mostly a bore , seems to exist only for its climactic setpiece .",1
85751,4436,The action sequences are fun and reminiscent of combat scenes from the Star Wars series .,3
85763,4437,"An easy watch , except for the annoying demeanour of its lead character .",2
85777,4438,A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .,3
85794,4439,Ferrara 's strongest and most touching movie of recent years .,4
85802,4440,"Crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families .",3
85824,4441,Hardly a film that comes along every day .,3
85831,4442,"By the end of the movie , you 're definitely convinced that these women are spectacular .",3
85842,4443,Your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,2
85861,4444,"Here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit Sascha .",1
85887,4445,To get at the root psychology of this film would require many sessions on the couch of Dr. Freud .,1
85906,4446,"Not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially San Francisco lovers -- it 's a spirited film and a must-see .",3
85941,4447,"It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress .",3
85965,4448,One-sided documentary offers simplistic explanations to a very complex situation .,1
85976,4449,"All in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow .",3
86002,4450,Hugh Grant 's act is so consuming that sometimes it 's difficult to tell who the other actors in the movie are .,3
86020,4451,"Although Frailty fits into a classic genre , in its script and execution it is a remarkably original work .",3
86039,4452,Brisk hack job .,0
86042,4453,Malcolm McDowell is cool .,3
86045,4454,Your taste for Jonah - A Veggie Tales Movie may well depend on your threshold for pop manifestations of the Holy Spirit .,2
86068,4455,An exhilarating experience .,4
86069,4456,"both overstuffed and undernourished ... The film ca n't be called a solid success , although there 's plenty of evidence here to indicate Clooney might have better luck next time .",2
86101,4457,... Myers has turned his franchise into the movie version of an adolescent dirty-joke book done up in post-Tarantino pop-culture riffs ...,2
86124,4458,Especially compared with the television series that inspired the movie .,2
86132,4459,"More of the same from Taiwanese auteur Tsai Ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .",3
86164,4460,Worth seeing just for Weaver and LaPaglia .,3
86173,4461,This 90-minute dud could pass for Mike Tyson 's E !,0
86184,4462,"But mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .",1
86198,4463,"With miscast leads , banal dialogue and an absurdly overblown climax , Killing Me Softly belongs firmly in the so-bad-it 's - good camp .",2
86224,4464,An encouraging effort from McCrudden,3
86229,4465,Watching these eccentrics is both inspiring and pure joy .,4
86239,4466,Suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer demands .,0
86257,4467,"It has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .",1
86281,4468,"Transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the X into the games .",4
86316,4469,"The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .",3
86337,4470,"Thanks to Ice Cube , Benjamins feels an awful lot like Friday in Miami .",2
86351,4471,The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .,3
86371,4472,"It 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix 's .",1
86399,4473,"While Broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .",3
86424,4474,"When it comes to the battle of Hollywood vs. Woo , it looks like Woo 's a P.O.W.",1
86442,4475,The sentimental cliches mar an otherwise excellent film .,3
86451,4476,"An extremely funny , ultimately heartbreaking look at life in contemporary China .",3
86463,4477,"Finally , the French-produced `` Read My Lips '' is a movie that understands characters must come first .",3
86479,4478,The movie just has too much on its plate to really stay afloat for its just under ninety minute running time .,2
86497,4479,Gaghan,2
86502,4480,"While Glover , the irrepressible eccentric of River 's Edge , Dead Man and Back to the Future , is perfect casting for the role , he represents Bartleby 's main overall flaw .",2
86533,4481,"Long before it 's over , you 'll be thinking of 51 ways to leave this loser .",0
86551,4482,"According to the script , Grant and Bullock 's characters are made for each other .",3
86564,4483,This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .,1
86592,4484,The real question this movie poses is not ` Who ? ',2
86601,4485,"It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .",3
86622,4486,delightfully rendered,4
86623,4487,-LRB- Seagal 's -RRB- strenuous attempt at a change in expression could very well clinch him this year 's Razzie .,1
86640,4488,-LRB- A -RRB- crushing disappointment .,0
86644,4489,"Like the excruciating End of Days , Collateral Damage presents Schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .",1
86679,4490,A battle between bug-eye theatre and dead-eye matinee .,1
86688,4491,"No amount of burning , blasting , stabbing , and shooting can hide a weak script .",0
86703,4492,"Not a strike against Yang 's similarly themed Yi Yi , but I found What Time ?",1
86718,4493,"Nohe 's documentary about the event is sympathetic without being gullible : He is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",3
86750,4494,A film of ideas and wry comic mayhem .,3
86756,4495,There 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,3
86781,4496,All too familiar ... basically the sort of cautionary tale that was old when ` Angels With Dirty Faces ' appeared in 1938 .,1
86801,4497,"A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .",4
86815,4498,"Austin Powers in Goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .",1
86842,4499,Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .,1
86855,4500,It 's incredible the number of stories the Holocaust has generated .,3
86865,4501,This is an interesting movie ! '',4
86871,4502,"The dialogue is cumbersome , the simpering soundtrack and editing more so .",1
86884,4503,"Yo , it 's The Days Of Our Lives meets Electric Boogaloo .",2
86897,4504,"The movie is genial but never inspired , and little about it will stay with you .",1
86911,4505,That old adage about women being unknowable gets an exhilarating new interpretation in Morvern Callar .,3
86925,4506,Pray has really done his subject justice .,3
86932,4507,It 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .,1
86950,4508,"Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue ?",1
86972,4509,"As dumb and cheesy as they may be , the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .",3
87001,4510,One of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,0
87022,4511,A well-put-together piece of urban satire .,3
87029,4512,"A few zingers aside , the writing is indifferent , and Jordan Brady 's direction is prosaic .",1
87047,4513,"Deflated ending aside , there 's much to recommend the film .",3
87057,4514,To call this film a lump of coal would only be to flatter it .,0
87069,4515,A weird and wonderful comedy .,4
87074,4516,Wishy-washy .,1
87075,4517,"Hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .",0
87100,4518,Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . ',1
87119,4519,"A compelling pre-WWII drama with vivid characters and a warm , moving message .",4
87132,4520,"If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .",2
87160,4521,is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . ',0
87176,4522,Savvy director Robert J. Siegel and his co-writers keep the story subtle and us in suspense .,3
87188,4523,The script has less spice than a rat burger and The Rock 's fighting skills are more in line with Steven Seagal .,1
87209,4524,"Sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do .",2
87244,4525,"In The Pianist , Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .",3
87276,4526,I felt trapped and with no obvious escape for the entire 100 minutes .,1
87288,4527,The action quickly sinks into by-the-numbers territory .,1
87294,4528,"Some Body is a shaky , uncertain film that nevertheless touches a few raw nerves .",3
87309,4529,"At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",3
87346,4530,"Rarely , a movie is more than a movie .",3
87352,4531,Lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .,0
87376,4532,"A strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two",3
87398,4533,Merchant has n't directed this movie so much as produced it -- like sausage .,2
87411,4534,"Everything in Maid in Manhattan is exceedingly pleasant , designed not to offend .",3
87421,4535,"The series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .",3
87446,4536,Adam SANDLER !,2
87448,4537,The problem is that the movie has no idea of it is serious or not .,1
87459,4538,"It 's just weirdness for the sake of weirdness , and where Human Nature should be ingratiating , it 's just grating .",1
87477,4539,"A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .",3
87500,4540,"Spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .",4
87520,4541,Thoroughly awful .,0
87522,4542,"Despite Hoffman 's best efforts , Wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .",2
87548,4543,"A summer entertainment adults can see without feeling embarrassed , but it could have been more .",3
87563,4544,Intimate and panoramic .,3
87566,4545,These people are really going to love The Piano Teacher .,4
87573,4546,", The Sum of All Fears is simply a well-made and satisfying thriller .",4
87582,4547,"It is philosophy , illustrated through everyday events .",3
87591,4548,Another useless recycling of a brutal mid - '70s American sports movie .,1
87605,4549,A plodding look at the French Revolution through the eyes of aristocrats .,2
87617,4550,Ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,2
87642,4551,"There is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .",4
87662,4552,Could this be the first major studio production shot on video tape instead of film ?,1
87677,4553,Ice Age posits a heretofore unfathomable question : Is it possible for computer-generated characters to go through the motions ?,2
87695,4554,Walsh ca n't quite negotiate the many inconsistencies in Janice 's behavior or compensate for them by sheer force of charm .,2
87713,4555,The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .,3
87747,4556,"There 's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence .",3
87768,4557,Does n't add up to much .,0
87770,4558,"Please , someone , stop Eric Schaeffer before he makes another film .",0
87781,4559,"Tsai Ming-liang 's witty , wistful new film , What Time Is It There ?",3
87789,4560,A lively and engaging examination of how similar obsessions can dominate a family .,4
87801,4561,"With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .",4
87833,4562,I did n't think so .,2
87836,4563,"There are n't too many films that can be as simultaneously funny , offbeat and heartwarming -LRB- without a thick shmear of the goo , at least -RRB- , but `` Elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases .",4
87886,4564,"And in a sense , that 's a liability .",1
87894,4565,"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",4
87917,4566,It 's unlikely we 'll see a better thriller this year .,3
87927,4567,"Deliberately and devotedly constructed , Far from Heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate .",3
87953,4568,"The trouble is , its filmmakers run out of clever ideas and visual gags about halfway through .",1
87968,4569,It 's just plain lurid when it is n't downright silly .,1
87977,4570,"director Hoffman , his writer and Kline 's agent should serve detention",0
87988,4571,Nor is it a romantic comedy .,2
87992,4572,"-LRB- Jeff 's -RRB- gorgeous , fluid compositions , underlined by Neil Finn and Edmund McWilliams 's melancholy music , are charged with metaphor , but rarely easy , obvious or self-indulgent .",3
88030,4573,"Whereas Oliver Stone 's conspiracy thriller JFK was long , intricate , star-studded and visually flashy , Interview with the Assassin draws its considerable power from simplicity .",3
88058,4574,I can analyze this movie in three words : Thumbs Friggin ' Down .,0
88071,4575,"It 's all arty and jazzy and people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it .",1
88108,4576,The feature-length stretch ... strains the show 's concept .,1
88117,4577,The most surprising thing about this film is that they are actually releasing it into theaters .,0
88132,4578,"The film has the high-buffed gloss and high-octane jolts you expect of De Palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an American director in years .",3
88175,4579,A mess .,1
88176,4580,A dopey movie clothed in excess layers of hipness .,2
88187,4581,"Standing by Yourself is haunting ... -LRB- It 's -RRB- what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .",3
88218,4582,Gone are the flamboyant mannerisms that are the trademark of several of his performances .,2
88232,4583,"This is surely one of the most frantic , virulent and foul-natured Christmas season pics ever delivered by a Hollywood studio .",0
88255,4584,"It 's better than mid-range Steven Seagal , but not as sharp as Jet Li on rollerblades .",2
88274,4585,"Filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",1
88289,4586,"It should be interesting , it should be poignant , it turns out to be affected and boring .",1
88304,4587,"With an unflappable air of decadent urbanity , Everett remains a perfect Wildean actor , and a relaxed Firth displays impeccable comic skill .",4
88331,4588,Wins my vote for ` The 2002 Enemy of Cinema ' Award .,2
88344,4589,"The film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters .",3
88364,4590,A serious movie with serious ideas .,4
88370,4591,Steers refreshingly clear of the usual cliches .,3
88377,4592,Too bad Maggio could n't come up with a better script .,1
88386,4593,About the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time .,0
88411,4594,A fairly enjoyable mixture of Longest Yard ... and the 1999 Guy Ritchie caper Lock Stock and Two Smoking Barrels .,3
88427,4595,"Thought-provoking and stylish , if also somewhat hermetic .",3
88435,4596,I also believe that Resident Evil is not it .,1
88442,4597,"Hashiguchi vividly captures the way young Japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse .",3
88469,4598,"Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .",1
88498,4599,"A lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity .",4
88528,4600,A movie that harps on media-constructed ` issues ' like whether compromise is the death of self ... this Orgasm -LRB- wo n't be an -RRB- exceedingly memorable one for most people .,1
88560,4601,Both a successful adaptation and an enjoyable film in its own right .,4
88569,4602,Mediocre fable from Burkina Faso .,1
88573,4603,"A lot of the credit for the film 's winning tone must go to Grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the Atlantic love him .",3
88603,4604,"little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic .",1
88628,4605,It 's exactly the kind of movie Toback 's detractors always accuse him of making .,1
88641,4606,"This odd , distant Portuguese import more or less borrows from Bad Lieutenant and Les Vampires , and comes up with a kind of art-house gay porn film .",1
88668,4607,"Maryam is a small film , but it offers large rewards .",3
88680,4608,"While centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the Yiddish theater , both in America and Israel .",4
88716,4609,"The first mistake , I suspect , is casting Shatner as a legendary professor and Kunis as a brilliant college student -- where 's Pauly Shore as the rocket scientist ?",1
88747,4610,A faster paced family flick .,3
88751,4611,Rifkin 's references are ... impeccable throughout .,4
88759,4612,"This odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in Morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .",4
88802,4613,"Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",1
88815,4614,A movie that the less charitable might describe as a castrated cross between Highlander and Lolita .,1
88833,4615,"It stars schticky Chris Rock and stolid Anthony Hopkins , who seem barely in the same movie .",1
88849,4616,"The film does a solid job of slowly , steadily building up to the climactic burst of violence .",4
88866,4617,Same guy with both hats .,2
88872,4618,"You 've already seen City by the Sea under a variety of titles , but it 's worth yet another visit .",3
88891,4619,"Unfortunately , neither Sendak nor the directors are particularly engaging or articulate .",2
88903,4620,It 's not as awful as some of the recent Hollywood trip tripe ... but it 's far from a groundbreaking endeavor .,1
88926,4621,Greg Kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior .,4
88948,4622,"Try Hell House , which documents the cautionary Christian spook-a-rama of the same name .",2
88960,4623,Barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull .,1
88979,4624,"I could just feel the screenwriter at every moment ` Tap , tap , tap , tap , tapping away ' on this screenplay .",1
89000,4625,Its engaging simplicity is driven by appealing leads .,4
89008,4626,"Lan Yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .",4
89027,4627,"Enough is not a bad movie , just mediocre .",1
89033,4628,"We 're left with a story that tries to grab us , only to keep letting go at all the wrong moments .",1
89054,4629,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set .,0
89069,4630,It 's just plain boring .,2
89073,4631,Plays like one of those conversations that Comic Book Guy on `` The Simpsons '' has .,1
89089,4632,"While Parker and co-writer Catherine di Napoli are faithful to Melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any English Lit major would have thought possible .",4
89132,4633,"The result puts a human face on Derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less .",3
89155,4634,"Memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual .",1
89179,4635,"The bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie .",3
89197,4636,"The director and her capable cast appear to be caught in a heady whirl of New Age-inspired good intentions , but the spell they cast is n't the least bit mesmerizing .",2
89225,4637,"Road to Perdition does display greatness , and it 's worth seeing .",4
89234,4638,You 'll cry for your money back .,0
89241,4639,"The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .",3
89270,4640,"Starts promisingly but disintegrates into a dreary , humorless soap opera .",1
89281,4641,Either a fascinating study of the relationship between mothers and their children or a disturbing story about sociopaths and their marks .,2
89301,4642,You will likely prefer to keep on watching .,3
89308,4643,"-LRB- Garbus -RRB- discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation .",2
89332,4644,"Even though it is infused with the sensibility of a video director , it does n't make for completely empty entertainment",2
89350,4645,Only in its final surprising shots does Rabbit-Proof Fence find the authority it 's looking for .,2
89364,4646,A certain sexiness underlines even the dullest tangents .,3
89375,4647,"While it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",1
89393,4648,"One of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .",4
89422,4649,Watch Barbershop again if you 're in need of a Cube fix -- this is n't worth sitting through .,1
89441,4650,You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,0
89459,4651,"A sour attempt at making a Farrelly Brothers-style , down-and-dirty laugher for the female set .",1
89477,4652,There are just too many characters saying too many clever things and getting into too many pointless situations .,1
89494,4653,There is so much plodding sensitivity .,2
89499,4654,"But be warned , you too may feel time has decided to stand still .",2
89515,4655,"Hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?",0
89535,4656,"All three descriptions suit Evelyn , a besotted and obvious drama that tells us nothing new .",1
89553,4657,Courtney CHASES Stuart with a CELL PHONE .,2
89561,4658,"Boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun .",3
89576,4659,"If ever a concept came handed down from the movie gods on a silver platter , this is it .",4
89591,4660,"Wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .",3
89612,4661,Admirably ambitious but self-indulgent .,2
89616,4662,Can be viewed as pure composition and form -- film as music,3
89627,4663,Skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .,4
89648,4664,The premise itself is just SOOOOO tired .,0
89654,4665,"As violent , profane and exploitative as the most offensive action flick you 've ever seen .",1
89666,4666,One of the best movies of the year .,4
89672,4667,"Any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .",1
89710,4668,Late Marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .,3
89728,4669,But it does have one saving grace .,3
89735,4670,"A first-class , thoroughly involving B movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film .",4
89760,4671,Kaufman 's script is never especially clever and often is rather pretentious .,1
89770,4672,"Despite a quieter middle section , involving Aragorn 's dreams of Arwen , this is even better than The Fellowship .",3
89792,4673,plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure Hollywood .,1
89812,4674,"Scooby Doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .",4
89831,4675,Kids should have a stirring time at this beautifully drawn movie .,4
89842,4676,"Recoing 's fantastic performance does n't exactly reveal what makes Vincent tick , but perhaps any definitive explanation for it would have felt like a cheat .",2
89867,4677,It all looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer .,1
89888,4678,The movie is about as deep as that sentiment .,1
89896,4679,"Woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the `` Saving Private Ryan '' battle scenes before realizing Steven Spielberg got it right the first time ?",1
89930,4680,` Unfaithful ' cheats on itself and retreats to comfortable territory .,1
89943,4681,"High drama , Disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .",3
89969,4682,"Works because we 're never sure if Ohlinger 's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",2
89998,4683,Bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of Castro so predominantly charitable it can only be seen as propaganda .,2
90029,4684,The very definition of what critics have come to term an `` ambitious failure . '',1
90044,4685,"Ah , the travails of metropolitan life !",2
90050,4686,No film could possibly be more contemptuous of the single female population .,0
90063,4687,It 's Splash without the jokes .,0
90068,4688,"Despite its raucous intent , XXX is as conventional as a Nike ad and as rebellious as spring break .",2
90088,4689,"This is a finely written , superbly acted offbeat thriller .",4
90097,4690,"If not a home run , then at least a solid base hit .",3
